eventID,basisOfRecord,occurrenceID,occurrenceRemarks,individualCount,occurrenceStatus,scientificName,kingdom
PM07:2022-07-25,HumanObservation,PM07:2022-07-25:b18982f5cf830701713b2561ebf4925a,blauwbandgrondel,,absent,Faxonius rusticus,Animalia
PM07:2022-07-25,HumanObservation,PM07:2022-07-25:bac4e1a538c1fac69b816b52f833928c,blauwbandgrondel,,absent,Procambarus clarkii,Animalia
PM07:2022-07-25,HumanObservation,PM07:2022-07-25:7b9ca039cc740fd5eebdf394d6723417,blauwbandgrondel,,absent,Procambarus acutus,Animalia
PM07:2022-07-25,HumanObservation,PM07:2022-07-25:81520d7b08aa6d4d099d54b51e4bffd9,blauwbandgrondel,,absent,Procambarus fallax,Animalia
PH01:2022-07-25,HumanObservation,PH01:2022-07-25:edab00e9911d737385856d4e84258154,,,absent,Pontastacus leptodactylus,Animalia
PH01:2022-07-25,HumanObservation,PH01:2022-07-25:05e1226fad2eec66ff6c70764ecf047a,,,absent,Pacifastacus leniusculus,Animalia
PH01:2022-07-25,HumanObservation,PH01:2022-07-25:422e6b4d2f9dcd8bd752e6c137b49357,,,absent,Faxonius limosus,Animalia
PH01:2022-07-25,HumanObservation,PH01:2022-07-25:b18982f5cf830701713b2561ebf4925a,,,absent,Faxonius rusticus,Animalia
PH01:2022-07-25,HumanObservation,PH01:2022-07-25:bac4e1a538c1fac69b816b52f833928c,,,absent,Procambarus clarkii,Animalia
PH01:2022-07-25,HumanObservation,PH01:2022-07-25:7b9ca039cc740fd5eebdf394d6723417,,,absent,Procambarus acutus,Animalia
PH01:2022-07-25,HumanObservation,PH01:2022-07-25:81520d7b08aa6d4d099d54b51e4bffd9,,,absent,Procambarus fallax,Animalia
PH02:2022-07-25,HumanObservation,PH02:2022-07-25:edab00e9911d737385856d4e84258154,,,absent,Pontastacus leptodactylus,Animalia
PH02:2022-07-25,HumanObservation,PH02:2022-07-25:05e1226fad2eec66ff6c70764ecf047a,,,absent,Pacifastacus leniusculus,Animalia
PH02:2022-07-25,HumanObservation,PH02:2022-07-25:422e6b4d2f9dcd8bd752e6c137b49357,,,absent,Faxonius limosus,Animalia
PH02:2022-07-25,HumanObservation,PH02:2022-07-25:b18982f5cf830701713b2561ebf4925a,,,absent,Faxonius rusticus,Animalia
PH02:2022-07-25,HumanObservation,PH02:2022-07-25:bac4e1a538c1fac69b816b52f833928c,,,absent,Procambarus clarkii,Animalia
PH02:2022-07-25,HumanObservation,PH02:2022-07-25:7b9ca039cc740fd5eebdf394d6723417,,,absent,Procambarus acutus,Animalia
PH02:2022-07-25,HumanObservation,PH02:2022-07-25:81520d7b08aa6d4d099d54b51e4bffd9,,,absent,Procambarus fallax,Animalia
PH03:2022-07-25,HumanObservation,PH03:2022-07-25:edab00e9911d737385856d4e84258154,,,absent,Pontastacus leptodactylus,Animalia
PH03:2022-07-25,HumanObservation,PH03:2022-07-25:05e1226fad2eec66ff6c70764ecf047a,,,absent,Pacifastacus leniusculus,Animalia
PH03:2022-07-25,HumanObservation,PH03:2022-07-25:422e6b4d2f9dcd8bd752e6c137b49357,,,absent,Faxonius limosus,Animalia
PH03:2022-07-25,HumanObservation,PH03:2022-07-25:b18982f5cf830701713b2561ebf4925a,,,absent,Faxonius rusticus,Animalia
PH03:2022-07-25,HumanObservation,PH03:2022-07-25:bac4e1a538c1fac69b816b52f833928c,,,absent,Procambarus clarkii,Animalia
PH03:2022-07-25,HumanObservation,PH03:2022-07-25:7b9ca039cc740fd5eebdf394d6723417,,,absent,Procambarus acutus,Animalia
PH03:2022-07-25,HumanObservation,PH03:2022-07-25:81520d7b08aa6d4d099d54b51e4bffd9,,,absent,Procambarus fallax,Animalia
PH04:2022-07-25,HumanObservation,PH04:2022-07-25:edab00e9911d737385856d4e84258154,,,absent,Pontastacus leptodactylus,Animalia
PH04:2022-07-25,HumanObservation,PH04:2022-07-25:05e1226fad2eec66ff6c70764ecf047a,,,absent,Pacifastacus leniusculus,Animalia
PH04:2022-07-25,HumanObservation,PH04:2022-07-25:422e6b4d2f9dcd8bd752e6c137b49357,,,absent,Faxonius limosus,Animalia
PH04:2022-07-25,HumanObservation,PH04:2022-07-25:b18982f5cf830701713b2561ebf4925a,,,absent,Faxonius rusticus,Animalia
PH04:2022-07-25,HumanObservation,PH04:2022-07-25:bac4e1a538c1fac69b816b52f833928c,,,absent,Procambarus clarkii,Animalia
PH04:2022-07-25,HumanObservation,PH04:2022-07-25:7b9ca039cc740fd5eebdf394d6723417,,,absent,Procambarus acutus,Animalia
PH04:2022-07-25,HumanObservation,PH04:2022-07-25:81520d7b08aa6d4d099d54b51e4bffd9,,,absent,Procambarus fallax,Animalia
TM01:2022-07-25,HumanObservation,TM01:2022-07-25:edab00e9911d737385856d4e84258154,blauwband,,absent,Pontastacus leptodactylus,Animalia
TM01:2022-07-25,HumanObservation,TM01:2022-07-25:05e1226fad2eec66ff6c70764ecf047a,blauwband,,absent,Pacifastacus leniusculus,Animalia
TM01:2022-07-25,HumanObservation,TM01:2022-07-25:422e6b4d2f9dcd8bd752e6c137b49357,blauwband,,absent,Faxonius limosus,Animalia
TM01:2022-07-25,HumanObservation,TM01:2022-07-25:b18982f5cf830701713b2561ebf4925a,blauwband,,absent,Faxonius rusticus,Animalia
TM01:2022-07-25,HumanObservation,TM01:2022-07-25:bac4e1a538c1fac69b816b52f833928c,blauwband,,absent,Procambarus clarkii,Animalia
TM01:2022-07-25,HumanObservation,TM01:2022-07-25:7b9ca039cc740fd5eebdf394d6723417,blauwband,,absent,Procambarus acutus,Animalia
TM01:2022-07-25,HumanObservation,TM01:2022-07-25:81520d7b08aa6d4d099d54b51e4bffd9,blauwband,,absent,Procambarus fallax,Animalia
TM02:2022-07-25,HumanObservation,TM02:2022-07-25:edab00e9911d737385856d4e84258154,blauwband,,absent,Pontastacus leptodactylus,Animalia
TM02:2022-07-25,HumanObservation,TM02:2022-07-25:05e1226fad2eec66ff6c70764ecf047a,blauwband,,absent,Pacifastacus leniusculus,Animalia
TM02:2022-07-25,HumanObservation,TM02:2022-07-25:422e6b4d2f9dcd8bd752e6c137b49357,blauwband,,absent,Faxonius limosus,Animalia
TM02:2022-07-25,HumanObservation,TM02:2022-07-25:b18982f5cf830701713b2561ebf4925a,blauwband,,absent,Faxonius rusticus,Animalia
TM02:2022-07-25,HumanObservation,TM02:2022-07-25:bac4e1a538c1fac69b816b52f833928c,blauwband,,absent,Procambarus clarkii,Animalia
TM02:2022-07-25,HumanObservation,TM02:2022-07-25:7b9ca039cc740fd5eebdf394d6723417,blauwband,,absent,Procambarus acutus,Animalia
TM02:2022-07-25,HumanObservation,TM02:2022-07-25:81520d7b08aa6d4d099d54b51e4bffd9,blauwband,,absent,Procambarus fallax,Animalia
TM03:2022-07-25,HumanObservation,TM03:2022-07-25:edab00e9911d737385856d4e84258154,blauwband,,absent,Pontastacus leptodactylus,Animalia
TM03:2022-07-25,HumanObservation,TM03:2022-07-25:05e1226fad2eec66ff6c70764ecf047a,blauwband,,absent,Pacifastacus leniusculus,Animalia
TM03:2022-07-25,HumanObservation,TM03:2022-07-25:422e6b4d2f9dcd8bd752e6c137b49357,blauwband,,absent,Faxonius limosus,Animalia
TM03:2022-07-25,HumanObservation,TM03:2022-07-25:b18982f5cf830701713b2561ebf4925a,blauwband,,absent,Faxonius rusticus,Animalia
TM03:2022-07-25,HumanObservation,TM03:2022-07-25:bac4e1a538c1fac69b816b52f833928c,blauwband,,absent,Procambarus clarkii,Animalia
TM03:2022-07-25,HumanObservation,TM03:2022-07-25:7b9ca039cc740fd5eebdf394d6723417,blauwband,,absent,Procambarus acutus,Animalia
TM03:2022-07-25,HumanObservation,TM03:2022-07-25:81520d7b08aa6d4d099d54b51e4bffd9,blauwband,,absent,Procambarus fallax,Animalia
TM04:2022-07-25,HumanObservation,TM04:2022-07-25:edab00e9911d737385856d4e84258154,blauwband,,absent,Pontastacus leptodactylus,Animalia
TM04:2022-07-25,HumanObservation,TM04:2022-07-25:05e1226fad2eec66ff6c70764ecf047a,blauwband,,absent,Pacifastacus leniusculus,Animalia
TM04:2022-07-25,HumanObservation,TM04:2022-07-25:422e6b4d2f9dcd8bd752e6c137b49357,blauwband,,absent,Faxonius limosus,Animalia
TM04:2022-07-25,HumanObservation,TM04:2022-07-25:b18982f5cf830701713b2561ebf4925a,blauwband,,absent,Faxonius rusticus,Animalia
TM04:2022-07-25,HumanObservation,TM04:2022-07-25:bac4e1a538c1fac69b816b52f833928c,blauwband,,absent,Procambarus clarkii,Animalia
TM04:2022-07-25,HumanObservation,TM04:2022-07-25:7b9ca039cc740fd5eebdf394d6723417,blauwband,,absent,Procambarus acutus,Animalia
TM04:2022-07-25,HumanObservation,TM04:2022-07-25:81520d7b08aa6d4d099d54b51e4bffd9,blauwband,,absent,Procambarus fallax,Animalia
G01:2022-07-25,HumanObservation,G01:2022-07-25:edab00e9911d737385856d4e84258154,blauwband,,absent,Pontastacus leptodactylus,Animalia
G01:2022-07-25,HumanObservation,G01:2022-07-25:05e1226fad2eec66ff6c70764ecf047a,blauwband,,absent,Pacifastacus leniusculus,Animalia
G01:2022-07-25,HumanObservation,G01:2022-07-25:422e6b4d2f9dcd8bd752e6c137b49357,blauwband,,absent,Faxonius limosus,Animalia
G01:2022-07-25,HumanObservation,G01:2022-07-25:b18982f5cf830701713b2561ebf4925a,blauwband,,absent,Faxonius rusticus,Animalia
G01:2022-07-25,HumanObservation,G01:2022-07-25:bac4e1a538c1fac69b816b52f833928c,blauwband,,absent,Procambarus clarkii,Animalia
G01:2022-07-25,HumanObservation,G01:2022-07-25:7b9ca039cc740fd5eebdf394d6723417,blauwband,,absent,Procambarus acutus,Animalia
G01:2022-07-25,HumanObservation,G01:2022-07-25:81520d7b08aa6d4d099d54b51e4bffd9,blauwband,,absent,Procambarus fallax,Animalia
G02:2022-07-25,HumanObservation,G02:2022-07-25:edab00e9911d737385856d4e84258154,,,absent,Pontastacus leptodactylus,Animalia
G02:2022-07-25,HumanObservation,G02:2022-07-25:05e1226fad2eec66ff6c70764ecf047a,,,absent,Pacifastacus leniusculus,Animalia
G02:2022-07-25,HumanObservation,G02:2022-07-25:422e6b4d2f9dcd8bd752e6c137b49357,,,absent,Faxonius limosus,Animalia
G02:2022-07-25,HumanObservation,G02:2022-07-25:b18982f5cf830701713b2561ebf4925a,,,absent,Faxonius rusticus,Animalia
G02:2022-07-25,HumanObservation,G02:2022-07-25:bac4e1a538c1fac69b816b52f833928c,,,absent,Procambarus clarkii,Animalia
G02:2022-07-25,HumanObservation,G02:2022-07-25:7b9ca039cc740fd5eebdf394d6723417,,,absent,Procambarus acutus,Animalia
G02:2022-07-25,HumanObservation,G02:2022-07-25:81520d7b08aa6d4d099d54b51e4bffd9,,,absent,Procambarus fallax,Animalia
G03:2022-07-25,HumanObservation,G03:2022-07-25:edab00e9911d737385856d4e84258154,,,absent,Pontastacus leptodactylus,Animalia
G03:2022-07-25,HumanObservation,G03:2022-07-25:05e1226fad2eec66ff6c70764ecf047a,,,absent,Pacifastacus leniusculus,Animalia
G03:2022-07-25,HumanObservation,G03:2022-07-25:422e6b4d2f9dcd8bd752e6c137b49357,,,absent,Faxonius limosus,Animalia
G03:2022-07-25,HumanObservation,G03:2022-07-25:b18982f5cf830701713b2561ebf4925a,,,absent,Faxonius rusticus,Animalia
G03:2022-07-25,HumanObservation,G03:2022-07-25:bac4e1a538c1fac69b816b52f833928c,,,absent,Procambarus clarkii,Animalia
G03:2022-07-25,HumanObservation,G03:2022-07-25:7b9ca039cc740fd5eebdf394d6723417,,,absent,Procambarus acutus,Animalia
G03:2022-07-25,HumanObservation,G03:2022-07-25:81520d7b08aa6d4d099d54b51e4bffd9,,,absent,Procambarus fallax,Animalia
G04:2022-07-25,HumanObservation,G04:2022-07-25:edab00e9911d737385856d4e84258154,,,absent,Pontastacus leptodactylus,Animalia
G04:2022-07-25,HumanObservation,G04:2022-07-25:05e1226fad2eec66ff6c70764ecf047a,,,absent,Pacifastacus leniusculus,Animalia
G04:2022-07-25,HumanObservation,G04:2022-07-25:422e6b4d2f9dcd8bd752e6c137b49357,,,absent,Faxonius limosus,Animalia
G04:2022-07-25,HumanObservation,G04:2022-07-25:b18982f5cf830701713b2561ebf4925a,,,absent,Faxonius rusticus,Animalia
G04:2022-07-25,HumanObservation,G04:2022-07-25:bac4e1a538c1fac69b816b52f833928c,,,absent,Procambarus clarkii,Animalia
G04:2022-07-25,HumanObservation,G04:2022-07-25:7b9ca039cc740fd5eebdf394d6723417,,,absent,Procambarus acutus,Animalia
G04:2022-07-25,HumanObservation,G04:2022-07-25:81520d7b08aa6d4d099d54b51e4bffd9,,,absent,Procambarus fallax,Animalia
G05:2022-07-25,HumanObservation,G05:2022-07-25:edab00e9911d737385856d4e84258154,,,absent,Pontastacus leptodactylus,Animalia
G05:2022-07-25,HumanObservation,G05:2022-07-25:05e1226fad2eec66ff6c70764ecf047a,,,absent,Pacifastacus leniusculus,Animalia
G05:2022-07-25,HumanObservation,G05:2022-07-25:422e6b4d2f9dcd8bd752e6c137b49357,,,absent,Faxonius limosus,Animalia
G05:2022-07-25,HumanObservation,G05:2022-07-25:b18982f5cf830701713b2561ebf4925a,,,absent,Faxonius rusticus,Animalia
G05:2022-07-25,HumanObservation,G05:2022-07-25:bac4e1a538c1fac69b816b52f833928c,,,absent,Procambarus clarkii,Animalia
G05:2022-07-25,HumanObservation,G05:2022-07-25:7b9ca039cc740fd5eebdf394d6723417,,,absent,Procambarus acutus,Animalia
G05:2022-07-25,HumanObservation,G05:2022-07-25:81520d7b08aa6d4d099d54b51e4bffd9,,,absent,Procambarus fallax,Animalia
DC10:2022-07-25,HumanObservation,DC10:2022-07-25:edab00e9911d737385856d4e84258154,,,absent,Pontastacus leptodactylus,Animalia
DC10:2022-07-25,HumanObservation,DC10:2022-07-25:05e1226fad2eec66ff6c70764ecf047a,,,absent,Pacifastacus leniusculus,Animalia
DC10:2022-07-25,HumanObservation,DC10:2022-07-25:422e6b4d2f9dcd8bd752e6c137b49357,,,absent,Faxonius limosus,Animalia
DC10:2022-07-25,HumanObservation,DC10:2022-07-25:b18982f5cf830701713b2561ebf4925a,,,absent,Faxonius rusticus,Animalia
DC10:2022-07-25,HumanObservation,DC10:2022-07-25:bac4e1a538c1fac69b816b52f833928c,,,absent,Procambarus clarkii,Animalia
DC10:2022-07-25,HumanObservation,DC10:2022-07-25:7b9ca039cc740fd5eebdf394d6723417,,,absent,Procambarus acutus,Animalia
DC10:2022-07-25,HumanObservation,DC10:2022-07-25:81520d7b08aa6d4d099d54b51e4bffd9,,,absent,Procambarus fallax,Animalia
DC11:2022-07-25,HumanObservation,DC11:2022-07-25:edab00e9911d737385856d4e84258154,,,absent,Pontastacus leptodactylus,Animalia
DC11:2022-07-25,HumanObservation,DC11:2022-07-25:05e1226fad2eec66ff6c70764ecf047a,,,absent,Pacifastacus leniusculus,Animalia
DC11:2022-07-25,HumanObservation,DC11:2022-07-25:422e6b4d2f9dcd8bd752e6c137b49357,,,absent,Faxonius limosus,Animalia
DC11:2022-07-25,HumanObservation,DC11:2022-07-25:b18982f5cf830701713b2561ebf4925a,,,absent,Faxonius rusticus,Animalia
DC11:2022-07-25,HumanObservation,DC11:2022-07-25:bac4e1a538c1fac69b816b52f833928c,,,absent,Procambarus clarkii,Animalia
DC11:2022-07-25,HumanObservation,DC11:2022-07-25:7b9ca039cc740fd5eebdf394d6723417,,,absent,Procambarus acutus,Animalia
DC11:2022-07-25,HumanObservation,DC11:2022-07-25:81520d7b08aa6d4d099d54b51e4bffd9,,,absent,Procambarus fallax,Animalia
DC12:2022-07-25,HumanObservation,DC12:2022-07-25:edab00e9911d737385856d4e84258154,,,absent,Pontastacus leptodactylus,Animalia
DC12:2022-07-25,HumanObservation,DC12:2022-07-25:05e1226fad2eec66ff6c70764ecf047a,,,absent,Pacifastacus leniusculus,Animalia
DC12:2022-07-25,HumanObservation,DC12:2022-07-25:422e6b4d2f9dcd8bd752e6c137b49357,,,absent,Faxonius limosus,Animalia
DC12:2022-07-25,HumanObservation,DC12:2022-07-25:b18982f5cf830701713b2561ebf4925a,,,absent,Faxonius rusticus,Animalia
DC12:2022-07-25,HumanObservation,DC12:2022-07-25:bac4e1a538c1fac69b816b52f833928c,,,absent,Procambarus clarkii,Animalia
DC12:2022-07-25,HumanObservation,DC12:2022-07-25:7b9ca039cc740fd5eebdf394d6723417,,,absent,Procambarus acutus,Animalia
DC12:2022-07-25,HumanObservation,DC12:2022-07-25:81520d7b08aa6d4d099d54b51e4bffd9,,,absent,Procambarus fallax,Animalia
DC13:2022-07-25,HumanObservation,DC13:2022-07-25:edab00e9911d737385856d4e84258154,,,absent,Pontastacus leptodactylus,Animalia
DC13:2022-07-25,HumanObservation,DC13:2022-07-25:05e1226fad2eec66ff6c70764ecf047a,,,absent,Pacifastacus leniusculus,Animalia
DC13:2022-07-25,HumanObservation,DC13:2022-07-25:422e6b4d2f9dcd8bd752e6c137b49357,,,absent,Faxonius limosus,Animalia
DC13:2022-07-25,HumanObservation,DC13:2022-07-25:b18982f5cf830701713b2561ebf4925a,,,absent,Faxonius rusticus,Animalia
DC13:2022-07-25,HumanObservation,DC13:2022-07-25:bac4e1a538c1fac69b816b52f833928c,,,absent,Procambarus clarkii,Animalia
DC13:2022-07-25,HumanObservation,DC13:2022-07-25:7b9ca039cc740fd5eebdf394d6723417,,,absent,Procambarus acutus,Animalia
DC13:2022-07-25,HumanObservation,DC13:2022-07-25:81520d7b08aa6d4d099d54b51e4bffd9,,,absent,Procambarus fallax,Animalia
DC14:2022-07-25,HumanObservation,DC14:2022-07-25:edab00e9911d737385856d4e84258154,larve stierkikker,,absent,Pontastacus leptodactylus,Animalia
DC14:2022-07-25,HumanObservation,DC14:2022-07-25:05e1226fad2eec66ff6c70764ecf047a,larve stierkikker,,absent,Pacifastacus leniusculus,Animalia
DC14:2022-07-25,HumanObservation,DC14:2022-07-25:422e6b4d2f9dcd8bd752e6c137b49357,larve stierkikker,,absent,Faxonius limosus,Animalia
DC14:2022-07-25,HumanObservation,DC14:2022-07-25:b18982f5cf830701713b2561ebf4925a,larve stierkikker,,absent,Faxonius rusticus,Animalia
DC14:2022-07-25,HumanObservation,DC14:2022-07-25:bac4e1a538c1fac69b816b52f833928c,larve stierkikker,,absent,Procambarus clarkii,Animalia
DC14:2022-07-25,HumanObservation,DC14:2022-07-25:7b9ca039cc740fd5eebdf394d6723417,larve stierkikker,,absent,Procambarus acutus,Animalia
DC14:2022-07-25,HumanObservation,DC14:2022-07-25:81520d7b08aa6d4d099d54b51e4bffd9,larve stierkikker,,absent,Procambarus fallax,Animalia
DC15:2022-07-25,HumanObservation,DC15:2022-07-25:edab00e9911d737385856d4e84258154,,,absent,Pontastacus leptodactylus,Animalia
DC15:2022-07-25,HumanObservation,DC15:2022-07-25:05e1226fad2eec66ff6c70764ecf047a,,,absent,Pacifastacus leniusculus,Animalia
DC15:2022-07-25,HumanObservation,DC15:2022-07-25:422e6b4d2f9dcd8bd752e6c137b49357,,,absent,Faxonius limosus,Animalia
DC15:2022-07-25,HumanObservation,DC15:2022-07-25:b18982f5cf830701713b2561ebf4925a,,,absent,Faxonius rusticus,Animalia
DC15:2022-07-25,HumanObservation,DC15:2022-07-25:bac4e1a538c1fac69b816b52f833928c,,,absent,Procambarus clarkii,Animalia
DC15:2022-07-25,HumanObservation,DC15:2022-07-25:7b9ca039cc740fd5eebdf394d6723417,,,absent,Procambarus acutus,Animalia
DC15:2022-07-25,HumanObservation,DC15:2022-07-25:81520d7b08aa6d4d099d54b51e4bffd9,,,absent,Procambarus fallax,Animalia
DC16:2022-07-25,HumanObservation,DC16:2022-07-25:edab00e9911d737385856d4e84258154,,,absent,Pontastacus leptodactylus,Animalia
DC16:2022-07-25,HumanObservation,DC16:2022-07-25:05e1226fad2eec66ff6c70764ecf047a,,,absent,Pacifastacus leniusculus,Animalia
DC16:2022-07-25,HumanObservation,DC16:2022-07-25:422e6b4d2f9dcd8bd752e6c137b49357,,,absent,Faxonius limosus,Animalia
DC16:2022-07-25,HumanObservation,DC16:2022-07-25:b18982f5cf830701713b2561ebf4925a,,,absent,Faxonius rusticus,Animalia
DC16:2022-07-25,HumanObservation,DC16:2022-07-25:bac4e1a538c1fac69b816b52f833928c,,,absent,Procambarus clarkii,Animalia
DC16:2022-07-25,HumanObservation,DC16:2022-07-25:7b9ca039cc740fd5eebdf394d6723417,,,absent,Procambarus acutus,Animalia
DC16:2022-07-25,HumanObservation,DC16:2022-07-25:81520d7b08aa6d4d099d54b51e4bffd9,,,absent,Procambarus fallax,Animalia
DC17:2022-07-25,HumanObservation,DC17:2022-07-25:edab00e9911d737385856d4e84258154,,,absent,Pontastacus leptodactylus,Animalia
DC17:2022-07-25,HumanObservation,DC17:2022-07-25:05e1226fad2eec66ff6c70764ecf047a,,,absent,Pacifastacus leniusculus,Animalia
DC17:2022-07-25,HumanObservation,DC17:2022-07-25:422e6b4d2f9dcd8bd752e6c137b49357,,,absent,Faxonius limosus,Animalia
DC17:2022-07-25,HumanObservation,DC17:2022-07-25:b18982f5cf830701713b2561ebf4925a,,,absent,Faxonius rusticus,Animalia
DC17:2022-07-25,HumanObservation,DC17:2022-07-25:bac4e1a538c1fac69b816b52f833928c,,,absent,Procambarus clarkii,Animalia
DC17:2022-07-25,HumanObservation,DC17:2022-07-25:7b9ca039cc740fd5eebdf394d6723417,,,absent,Procambarus acutus,Animalia
DC17:2022-07-25,HumanObservation,DC17:2022-07-25:81520d7b08aa6d4d099d54b51e4bffd9,,,absent,Procambarus fallax,Animalia
DC18:2022-07-25,HumanObservation,DC18:2022-07-25:edab00e9911d737385856d4e84258154,,,absent,Pontastacus leptodactylus,Animalia
DC18:2022-07-25,HumanObservation,DC18:2022-07-25:05e1226fad2eec66ff6c70764ecf047a,,,absent,Pacifastacus leniusculus,Animalia
DC18:2022-07-25,HumanObservation,DC18:2022-07-25:422e6b4d2f9dcd8bd752e6c137b49357,,,absent,Faxonius limosus,Animalia
DC18:2022-07-25,HumanObservation,DC18:2022-07-25:b18982f5cf830701713b2561ebf4925a,,,absent,Faxonius rusticus,Animalia
DC18:2022-07-25,HumanObservation,DC18:2022-07-25:bac4e1a538c1fac69b816b52f833928c,,,absent,Procambarus clarkii,Animalia
DC18:2022-07-25,HumanObservation,DC18:2022-07-25:7b9ca039cc740fd5eebdf394d6723417,,,absent,Procambarus acutus,Animalia
DC18:2022-07-25,HumanObservation,DC18:2022-07-25:81520d7b08aa6d4d099d54b51e4bffd9,,,absent,Procambarus fallax,Animalia
DC19:2022-07-25,HumanObservation,DC19:2022-07-25:edab00e9911d737385856d4e84258154,"blauwband, bittervoorn",,absent,Pontastacus leptodactylus,Animalia
DC19:2022-07-25,HumanObservation,DC19:2022-07-25:05e1226fad2eec66ff6c70764ecf047a,"blauwband, bittervoorn",,absent,Pacifastacus leniusculus,Animalia
DC19:2022-07-25,HumanObservation,DC19:2022-07-25:422e6b4d2f9dcd8bd752e6c137b49357,"blauwband, bittervoorn",,absent,Faxonius limosus,Animalia
DC19:2022-07-25,HumanObservation,DC19:2022-07-25:b18982f5cf830701713b2561ebf4925a,"blauwband, bittervoorn",,absent,Faxonius rusticus,Animalia
DC19:2022-07-25,HumanObservation,DC19:2022-07-25:bac4e1a538c1fac69b816b52f833928c,"blauwband, bittervoorn",,absent,Procambarus clarkii,Animalia
DC19:2022-07-25,HumanObservation,DC19:2022-07-25:7b9ca039cc740fd5eebdf394d6723417,"blauwband, bittervoorn",,absent,Procambarus acutus,Animalia
DC19:2022-07-25,HumanObservation,DC19:2022-07-25:81520d7b08aa6d4d099d54b51e4bffd9,"blauwband, bittervoorn",,absent,Procambarus fallax,Animalia
DC20:2022-07-25,HumanObservation,DC20:2022-07-25:edab00e9911d737385856d4e84258154,,,absent,Pontastacus leptodactylus,Animalia
DC20:2022-07-25,HumanObservation,DC20:2022-07-25:05e1226fad2eec66ff6c70764ecf047a,,,absent,Pacifastacus leniusculus,Animalia
DC20:2022-07-25,HumanObservation,DC20:2022-07-25:422e6b4d2f9dcd8bd752e6c137b49357,,,absent,Faxonius limosus,Animalia
DC20:2022-07-25,HumanObservation,DC20:2022-07-25:b18982f5cf830701713b2561ebf4925a,,,absent,Faxonius rusticus,Animalia
DC20:2022-07-25,HumanObservation,DC20:2022-07-25:bac4e1a538c1fac69b816b52f833928c,,,absent,Procambarus clarkii,Animalia
DC20:2022-07-25,HumanObservation,DC20:2022-07-25:7b9ca039cc740fd5eebdf394d6723417,,,absent,Procambarus acutus,Animalia
DC20:2022-07-25,HumanObservation,DC20:2022-07-25:81520d7b08aa6d4d099d54b51e4bffd9,,,absent,Procambarus fallax,Animalia
DC21:2022-07-25,HumanObservation,DC21:2022-07-25:edab00e9911d737385856d4e84258154,,,absent,Pontastacus leptodactylus,Animalia
DC21:2022-07-25,HumanObservation,DC21:2022-07-25:05e1226fad2eec66ff6c70764ecf047a,,,absent,Pacifastacus leniusculus,Animalia
DC21:2022-07-25,HumanObservation,DC21:2022-07-25:422e6b4d2f9dcd8bd752e6c137b49357,,,absent,Faxonius limosus,Animalia
DC21:2022-07-25,HumanObservation,DC21:2022-07-25:b18982f5cf830701713b2561ebf4925a,,,absent,Faxonius rusticus,Animalia
DC21:2022-07-25,HumanObservation,DC21:2022-07-25:bac4e1a538c1fac69b816b52f833928c,,,absent,Procambarus clarkii,Animalia
DC21:2022-07-25,HumanObservation,DC21:2022-07-25:7b9ca039cc740fd5eebdf394d6723417,,,absent,Procambarus acutus,Animalia
DC21:2022-07-25,HumanObservation,DC21:2022-07-25:81520d7b08aa6d4d099d54b51e4bffd9,,,absent,Procambarus fallax,Animalia
DC22:2022-07-25,HumanObservation,DC22:2022-07-25:edab00e9911d737385856d4e84258154,"blauwband, bittervoorn",,absent,Pontastacus leptodactylus,Animalia
DC22:2022-07-25,HumanObservation,DC22:2022-07-25:05e1226fad2eec66ff6c70764ecf047a,"blauwband, bittervoorn",,absent,Pacifastacus leniusculus,Animalia
DC22:2022-07-25,HumanObservation,DC22:2022-07-25:422e6b4d2f9dcd8bd752e6c137b49357,"blauwband, bittervoorn",,absent,Faxonius limosus,Animalia
DC22:2022-07-25,HumanObservation,DC22:2022-07-25:b18982f5cf830701713b2561ebf4925a,"blauwband, bittervoorn",,absent,Faxonius rusticus,Animalia
DC22:2022-07-25,HumanObservation,DC22:2022-07-25:bac4e1a538c1fac69b816b52f833928c,"blauwband, bittervoorn",,absent,Procambarus clarkii,Animalia
DC22:2022-07-25,HumanObservation,DC22:2022-07-25:7b9ca039cc740fd5eebdf394d6723417,"blauwband, bittervoorn",,absent,Procambarus acutus,Animalia
DC22:2022-07-25,HumanObservation,DC22:2022-07-25:81520d7b08aa6d4d099d54b51e4bffd9,"blauwband, bittervoorn",,absent,Procambarus fallax,Animalia
DC23:2022-07-25,HumanObservation,DC23:2022-07-25:edab00e9911d737385856d4e84258154,,,absent,Pontastacus leptodactylus,Animalia
DC23:2022-07-25,HumanObservation,DC23:2022-07-25:05e1226fad2eec66ff6c70764ecf047a,,,absent,Pacifastacus leniusculus,Animalia
DC23:2022-07-25,HumanObservation,DC23:2022-07-25:422e6b4d2f9dcd8bd752e6c137b49357,,,absent,Faxonius limosus,Animalia
DC23:2022-07-25,HumanObservation,DC23:2022-07-25:b18982f5cf830701713b2561ebf4925a,,,absent,Faxonius rusticus,Animalia
DC23:2022-07-25,HumanObservation,DC23:2022-07-25:bac4e1a538c1fac69b816b52f833928c,,,absent,Procambarus clarkii,Animalia
DC23:2022-07-25,HumanObservation,DC23:2022-07-25:7b9ca039cc740fd5eebdf394d6723417,,,absent,Procambarus acutus,Animalia
